x_raw,x_float,y_hw_raw,y_hw_float,y_ref,err
3670016,0.437500,750632,0.089482,0.089482,3.172739e-07
3674112,0.437988,758792,0.090455,0.090455,4.629382e-07
3678208,0.438477,766950,0.091428,0.091427,4.564482e-07
3682304,0.438965,775108,0.092400,0.092400,5.371498e-07
3686400,0.439453,783265,0.093372,0.093372,5.867612e-07
3690496,0.439941,791421,0.094345,0.094344,6.062097e-07
3694592,0.440430,799577,0.095317,0.095316,7.156317e-07
3698688,0.440918,807731,0.096289,0.096288,6.775359e-07
3702784,0.441406,815885,0.097261,0.097260,7.312677e-07
3706880,0.441895,824038,0.098233,0.098232,7.585450e-07
3710976,0.442383,832190,0.099205,0.099204,7.602945e-07
3715072,0.442871,840341,0.100176,0.100176,7.374431e-07
3719168,0.443359,848491,0.101148,0.101147,6.909174e-07
3723264,0.443848,856641,0.102120,0.102119,7.408532e-07
3727360,0.444336,864789,0.103091,0.103090,6.497586e-07
3731456,0.444824,872937,0.104062,0.104062,6.569784e-07
3735552,0.445312,881084,0.105033,0.105033,6.442298e-07
3739648,0.445801,889230,0.106004,0.106004,6.124390e-07
3743744,0.446289,897375,0.106975,0.106975,5.625320e-07
3747840,0.446777,905520,0.107946,0.107946,6.146441e-07
3751936,0.447266,913663,0.108917,0.108917,5.312829e-07
3756032,0.447754,921806,0.109888,0.109887,5.517925e-07
3760128,0.448242,929948,0.110858,0.110858,5.578895e-07
3764224,0.448730,938089,0.111829,0.111828,5.504996e-07
3768320,0.449219,946229,0.112799,0.112799,5.305482e-07
3772416,0.449707,954368,0.113770,0.113769,4.989608e-07
3776512,0.450195,962507,0.114740,0.114739,5.758720e-07
3780608,0.450684,970644,0.115710,0.115709,5.237884e-07
3784704,0.451172,978781,0.116680,0.116679,5.820537e-07
3788800,0.451660,986917,0.117650,0.117649,6.323838e-07
3792896,0.452148,995052,0.118619,0.118619,6.757033e-07
3796992,0.452637,1003187,0.119589,0.119588,8.321466e-07
3801088,0.453125,1011312,0.120558,0.120558,8.945469e-08
3805184,0.453613,1019444,0.121527,0.121527,6.161801e-08
3809280,0.454102,1027576,0.122497,0.122497,8.211608e-08
3813376,0.454590,1035706,0.123466,0.123466,1.042534e-07
3817472,0.455078,1043835,0.124435,0.124435,1.249274e-07
3821568,0.455566,1051963,0.125404,0.125404,1.450623e-07
3825664,0.456055,1060090,0.126373,0.126372,1.655821e-07
3829760,0.456543,1068216,0.127341,0.127341,1.874108e-07
3833856,0.457031,1076341,0.128310,0.128310,2.114721e-07
3837952,0.457520,1084465,0.129278,0.129278,2.386896e-07
3842048,0.458008,1092587,0.130247,0.130246,1.507778e-07
3846144,0.458496,1100709,0.131215,0.131215,1.870785e-07
3850240,0.458984,1108829,0.132183,0.132183,1.100967e-07
3854336,0.459473,1116949,0.133151,0.133151,1.591739e-07
3858432,0.459961,1125067,0.134118,0.134118,9.681485e-08
3862528,0.460449,1133184,0.135086,0.135086,4.315170e-08
3866624,0.460938,1141300,0.136054,0.136054,8.926982e-10
3870720,0.461426,1149415,0.137021,0.137021,3.439560e-08
3874816,0.461914,1157529,0.137988,0.137988,5.643442e-08
3878912,0.462402,1165642,0.138955,0.138955,6.608667e-08
3883008,0.462891,1173753,0.139922,0.139922,1.816393e-07
3887104,0.463379,1181864,0.140889,0.140889,1.637515e-07
3891200,0.463867,1189973,0.141856,0.141856,2.499197e-07
3895296,0.464355,1198082,0.142823,0.142823,2.008035e-07
3899392,0.464844,1206189,0.143789,0.143789,2.538995e-07
3903488,0.465332,1214295,0.144755,0.144756,2.890767e-07
3907584,0.465820,1222400,0.145721,0.145722,3.054136e-07
3911680,0.466309,1230504,0.146688,0.146688,3.019888e-07
3915776,0.466797,1238607,0.147653,0.147654,2.778808e-07
3919872,0.467285,1246709,0.148619,0.148620,2.321685e-07
3923968,0.467773,1254810,0.149585,0.149585,1.639310e-07
3928064,0.468262,1262909,0.150550,0.150551,1.914565e-07
3932160,0.468750,1271008,0.151516,0.151516,7.540564e-08
3936256,0.469238,1279106,0.152481,0.152481,6.593283e-08
3940352,0.469727,1287202,0.153446,0.153446,1.142702e-07
3944448,0.470215,1295297,0.154411,0.154411,1.897360e-07
3948544,0.470703,1303390,0.155376,0.155376,1.740413e-07
3952640,0.471191,1311483,0.156341,0.156341,3.065247e-07
3956736,0.471680,1319574,0.157305,0.157305,3.496876e-07
3960832,0.472168,1327663,0.158270,0.158269,3.044497e-07
3964928,0.472656,1335752,0.159234,0.159234,4.101494e-07
3969024,0.473145,1343838,0.160198,0.160198,3.100782e-07
3973120,0.473633,1351924,0.161162,0.161162,3.627834e-07
3977216,0.474121,1360008,0.162126,0.162125,3.307656e-07
3981312,0.474609,1368091,0.163089,0.163089,3.341532e-07
3985408,0.475098,1376173,0.164053,0.164052,3.738651e-07
3989504,0.475586,1384253,0.165016,0.165015,3.316109e-07
3993600,0.476074,1392332,0.165979,0.165979,3.275183e-07
3997696,0.476562,1400410,0.166942,0.166942,3.625060e-07
4001792,0.477051,1408486,0.167905,0.167904,3.182829e-07
4005888,0.477539,1416561,0.168867,0.168867,3.149765e-07
4009984,0.478027,1424635,0.169830,0.169829,3.535049e-07
4014080,0.478516,1432707,0.170792,0.170792,3.155766e-07
4018176,0.479004,1440778,0.171754,0.171754,3.213186e-07
4022272,0.479492,1448848,0.172716,0.172716,3.716485e-07
4026368,0.479980,1456916,0.173678,0.173678,3.482744e-07
4030464,0.480469,1464984,0.174640,0.174639,4.905321e-07
4034560,0.480957,1473049,0.175601,0.175601,4.417109e-07
4038656,0.481445,1481114,0.176563,0.176562,5.603555e-07
4042752,0.481934,1489177,0.177524,0.177523,6.089642e-07
4046848,0.482422,1497238,0.178485,0.178484,5.884535e-07
4050944,0.482910,1505299,0.179446,0.179445,7.381585e-07
4055040,0.483398,1513358,0.180406,0.180406,8.205768e-07
4059136,0.483887,1521416,0.181367,0.181366,9.558340e-07
4063232,0.484375,1529464,0.182326,0.182326,7.196235e-08
4067328,0.484863,1537519,0.183287,0.183286,1.964356e-07
4071424,0.485352,1545572,0.184247,0.184246,2.572856e-07
4075520,0.485840,1553623,0.185206,0.185206,2.554281e-07
4079616,0.486328,1561673,0.186166,0.186166,3.109875e-07
4083712,0.486816,1569722,0.187125,0.187125,4.248789e-07
4087808,0.487305,1577769,0.188085,0.188084,4.788081e-07
4091904,0.487793,1585814,0.189044,0.189043,4.736898e-07
4096000,0.488281,1593858,0.190003,0.190002,5.296479e-07
4100096,0.488770,1601900,0.190961,0.190961,5.283876e-07
4104192,0.489258,1609940,0.191920,0.191919,4.708232e-07
4108288,0.489746,1617979,0.192878,0.192878,4.770780e-07
4112384,0.490234,1626016,0.193836,0.193836,4.288566e-07
4116480,0.490723,1634052,0.194794,0.194794,4.462822e-07
4120576,0.491211,1642086,0.195752,0.195751,4.110589e-07
4124672,0.491699,1650119,0.196710,0.196709,4.433095e-07
4128768,0.492188,1658150,0.197667,0.197666,4.247379e-07
4132864,0.492676,1666179,0.198624,0.198624,3.562572e-07
4136960,0.493164,1674207,0.199581,0.199581,3.579894e-07
4141056,0.493652,1682234,0.200538,0.200537,4.308472e-07
4145152,0.494141,1690258,0.201494,0.201494,3.373247e-07
4149248,0.494629,1698282,0.202451,0.202451,4.359618e-07
4153344,0.495117,1706303,0.203407,0.203407,3.700430e-07
4157440,0.495605,1714323,0.204363,0.204363,3.788988e-07
4161536,0.496094,1722342,0.205319,0.205319,4.634408e-07
4165632,0.496582,1730358,0.206275,0.206274,3.861621e-07
4169728,0.497070,1738374,0.207230,0.207230,5.056020e-07
4173824,0.497559,1746387,0.208186,0.208185,4.650437e-07
4177920,0.498047,1754399,0.209141,0.209140,5.038169e-07
4182016,0.498535,1762410,0.210096,0.210095,6.228324e-07
4186112,0.499023,1770419,0.211050,0.211050,7.037915e-07
4190208,0.499512,1778426,0.212005,0.212004,7.476047e-07
4194304,0.500000,1786424,0.212958,0.212958,7.928283e-08
4198400,0.500488,1794428,0.213912,0.213912,1.217834e-08
4202496,0.500977,1802430,0.214866,0.214866,6.922376e-08
4206592,0.501465,1810430,0.215820,0.215820,9.276307e-08
4210688,0.501953,1818428,0.216774,0.216773,8.370577e-08
4214784,0.502441,1826425,0.217727,0.217727,1.621704e-07
4218880,0.502930,1834420,0.218680,0.218680,2.098568e-07
4222976,0.503418,1842412,0.219633,0.219633,1.084645e-07
4227072,0.503906,1850404,0.220585,0.220585,2.165300e-07
4231168,0.504395,1858393,0.221538,0.221538,1.773341e-07
4235264,0.504883,1866380,0.222490,0.222490,1.109942e-07
4239360,0.505371,1874366,0.223442,0.223442,1.376278e-07
4243456,0.505859,1882349,0.224393,0.224393,1.972403e-08
4247552,0.506348,1890331,0.225345,0.225345,3.390723e-09
4251648,0.506836,1898311,0.226296,0.226296,5.001831e-08
4255744,0.507324,1906290,0.227247,0.227247,4.218773e-11
4259840,0.507812,1914266,0.228198,0.228198,9.097387e-08
4263936,0.508301,1922241,0.229149,0.229149,8.348792e-08
4268032,0.508789,1930213,0.230099,0.230100,2.150963e-07
4272128,0.509277,1938184,0.231050,0.231050,2.464739e-07
4276224,0.509766,1946153,0.232000,0.232000,2.959239e-07
4280320,0.510254,1954121,0.232949,0.232950,2.433310e-07
4284416,0.510742,1962086,0.233899,0.233899,3.262078e-07
4288512,0.511230,1970050,0.234848,0.234849,3.052303e-07
4292608,0.511719,1978012,0.235797,0.235798,2.987024e-07
4296704,0.512207,1985971,0.236746,0.236747,4.249281e-07
4300800,0.512695,1993930,0.237695,0.237695,3.253747e-07
4304896,0.513184,2001886,0.238643,0.238644,3.567652e-07
4308992,0.513672,2009840,0.239592,0.239592,3.989860e-07
4313088,0.514160,2017793,0.240540,0.240540,3.319233e-07
4317184,0.514648,2025744,0.241488,0.241488,2.738823e-07
4321280,0.515137,2033693,0.242435,0.242435,2.239593e-07
4325376,0.515625,2041640,0.243382,0.243383,1.812506e-07
4329472,0.516113,2049585,0.244330,0.244330,1.448526e-07
4333568,0.516602,2057529,0.245277,0.245277,5.346980e-09
4337664,0.517090,2065470,0.246223,0.246223,3.183265e-08
4341760,0.517578,2073410,0.247170,0.247170,1.739257e-07
4345856,0.518066,2081347,0.248116,0.248116,1.941102e-07
4349952,0.518555,2089282,0.249062,0.249062,2.124976e-07
4354048,0.519043,2097215,0.250008,0.250007,2.299901e-07
4358144,0.519531,2105146,0.250953,0.250953,2.474896e-07
4362240,0.520020,2113075,0.251898,0.251898,2.658975e-07
4366336,0.520508,2121002,0.252843,0.252843,2.861155e-07
4370432,0.520996,2128927,0.253788,0.253788,3.090446e-07
4374528,0.521484,2136850,0.254732,0.254732,3.355857e-07
4378624,0.521973,2144770,0.255677,0.255676,2.474304e-07
4382720,0.522461,2152689,0.256621,0.256620,2.838977e-07
4386816,0.522949,2160605,0.257564,0.257564,2.074692e-07
4390912,0.523438,2168520,0.258508,0.258507,2.574635e-07
4395008,0.523926,2176432,0.259451,0.259451,1.963619e-07
4399104,0.524414,2184343,0.260394,0.260394,2.634825e-07
4403200,0.524902,2192251,0.261337,0.261336,2.213059e-07
4407296,0.525391,2200158,0.262279,0.262279,3.091500e-07
4411392,0.525879,2208062,0.263222,0.263221,2.894948e-07
4415488,0.526367,2215964,0.264163,0.264163,2.824484e-07
4419584,0.526855,2223864,0.265105,0.265105,2.889090e-07
4423680,0.527344,2231762,0.266047,0.266046,3.097749e-07
4427776,0.527832,2239658,0.266988,0.266988,3.459438e-07
4431872,0.528320,2247552,0.267929,0.267929,3.983134e-07
4435968,0.528809,2255444,0.268870,0.268869,4.677811e-07
4440064,0.529297,2263334,0.269810,0.269810,5.552440e-07
4444160,0.529785,2271221,0.270751,0.270750,5.423899e-07
4448256,0.530273,2279107,0.271691,0.271690,6.685338e-07
4452352,0.530762,2286990,0.272630,0.272630,6.961537e-07
4456448,0.531250,2294864,0.273569,0.273569,8.911008e-08
4460544,0.531738,2302743,0.274508,0.274508,1.743150e-08
4464640,0.532227,2310620,0.275447,0.275447,7.762007e-08
4468736,0.532715,2318494,0.276386,0.276386,7.773076e-08
4472832,0.533203,2326366,0.277324,0.277324,1.030050e-07
4476928,0.533691,2334236,0.278263,0.278262,1.543378e-07
4481024,0.534180,2342104,0.279201,0.279200,2.326237e-07
4485120,0.534668,2349969,0.280138,0.280138,2.195479e-07
4489216,0.535156,2357832,0.281075,0.281075,2.352139e-07
4493312,0.535645,2365693,0.282013,0.282012,2.805155e-07
4497408,0.536133,2373551,0.282949,0.282949,2.371370e-07
4501504,0.536621,2381407,0.283886,0.283886,2.251813e-07
4505600,0.537109,2389260,0.284822,0.284822,1.263321e-07
4509696,0.537598,2397112,0.285758,0.285758,1.799009e-07
4513792,0.538086,2404961,0.286694,0.286694,1.483616e-07
4517888,0.538574,2412808,0.287629,0.287629,1.518161e-07
4521984,0.539062,2420652,0.288564,0.288564,7.194705e-08
4526080,0.539551,2428494,0.289499,0.289499,2.885559e-08
4530176,0.540039,2436334,0.290434,0.290434,2.343330e-08
4534272,0.540527,2444171,0.291368,0.291368,6.263779e-08
4538368,0.541016,2452006,0.292302,0.292302,1.092574e-07
4542464,0.541504,2459839,0.293236,0.293236,1.155346e-07
4546560,0.541992,2467670,0.294169,0.294169,8.057903e-08
4550656,0.542480,2475498,0.295102,0.295102,1.227097e-07
4554752,0.542969,2483324,0.296035,0.296035,1.218272e-07
4558848,0.543457,2491148,0.296968,0.296968,7.704207e-08
4562944,0.543945,2498969,0.297900,0.297900,1.066740e-07
4567040,0.544434,2506788,0.298832,0.298833,9.062448e-08
4571136,0.544922,2514604,0.299764,0.299764,1.472140e-07
4575232,0.545410,2522419,0.300696,0.300696,3.713531e-08
4579328,0.545898,2530231,0.301627,0.301627,2.081366e-09
4583424,0.546387,2538041,0.302558,0.302558,9.053339e-08
4587520,0.546875,2545848,0.303489,0.303489,1.098993e-07
4591616,0.547363,2553653,0.304419,0.304419,1.802759e-07
4595712,0.547852,2561455,0.305349,0.305349,1.833412e-07
4599808,0.548340,2569255,0.306279,0.306279,2.391914e-07
4603904,0.548828,2577053,0.307209,0.307208,3.487133e-07
4608000,0.549316,2584847,0.308138,0.308138,2.743746e-07
4612096,0.549805,2592640,0.309067,0.309066,3.746895e-07
4616192,0.550293,2600429,0.309995,0.309995,2.929159e-07
4620288,0.550781,2608216,0.310924,0.310923,2.683579e-07
4624384,0.551270,2616001,0.311852,0.311851,3.019009e-07
4628480,0.551758,2623783,0.312779,0.312779,2.752206e-07
4632576,0.552246,2631563,0.313707,0.313706,3.084110e-07
4636672,0.552734,2639340,0.314634,0.314634,2.831474e-07
4640768,0.553223,2647114,0.315561,0.315560,2.003138e-07
4644864,0.553711,2654886,0.316487,0.316487,1.800034e-07
4648960,0.554199,2662655,0.317413,0.317413,1.038905e-07
4653056,0.554688,2670422,0.318339,0.318339,9.206775e-08
4657152,0.555176,2678186,0.319265,0.319265,2.620886e-08
4661248,0.555664,2685948,0.320190,0.320190,2.640584e-08
4665344,0.556152,2693707,0.321115,0.321115,2.566816e-08
4669440,0.556641,2701464,0.322040,0.322040,9.921712e-09
4673536,0.557129,2709218,0.322964,0.322964,4.468225e-08
4677632,0.557617,2716969,0.323888,0.323888,1.290682e-07
4681728,0.558105,2724718,0.324812,0.324812,1.429890e-07
4685824,0.558594,2732464,0.325735,0.325735,2.047730e-07
4689920,0.559082,2740208,0.326658,0.326658,1.943303e-07
4694016,0.559570,2747950,0.327581,0.327581,1.107803e-07
4698112,0.560059,2755688,0.328504,0.328504,1.916617e-07
4702208,0.560547,2763425,0.329426,0.329426,7.846680e-08
4706304,0.561035,2771158,0.330348,0.330348,1.279439e-07
4710400,0.561523,2778889,0.331269,0.331269,1.007954e-07
4714496,0.562012,2786618,0.332191,0.332191,3.857817e-09
4718592,0.562500,2794344,0.333112,0.333112,6.768488e-08
4722688,0.562988,2802067,0.334032,0.334032,9.156412e-08
4726784,0.563477,2809788,0.334953,0.334953,1.955828e-07
4730880,0.563965,2817506,0.335873,0.335873,2.614093e-07
4734976,0.564453,2825221,0.336793,0.336792,2.899210e-07
4739072,0.564941,2832933,0.337712,0.337712,2.819950e-07
4743168,0.565430,2840642,0.338631,0.338631,2.385080e-07
4747264,0.565918,2848349,0.339550,0.339549,2.795458e-07
4751360,0.566406,2856053,0.340468,0.340468,2.867752e-07
4755456,0.566895,2863754,0.341386,0.341386,2.610721e-07
4759552,0.567383,2871452,0.342304,0.342304,2.033120e-07
4763648,0.567871,2879148,0.343221,0.343221,2.335794e-07
4767744,0.568359,2886841,0.344138,0.344138,2.335399e-07
4771840,0.568848,2894531,0.345055,0.345055,2.040681e-07
4775936,0.569336,2902218,0.345971,0.345971,1.460383e-07
4780032,0.569824,2909902,0.346887,0.346887,6.032442e-08
4784128,0.570312,2917584,0.347803,0.347803,6.700945e-08
4788224,0.570801,2925263,0.348719,0.348718,4.775743e-08
4792320,0.571289,2932939,0.349634,0.349634,3.441358e-09
4796416,0.571777,2940612,0.350548,0.350548,6.506605e-08
4800512,0.572266,2948283,0.351463,0.351463,3.768312e-08
4804608,0.572754,2955950,0.352377,0.352377,1.519564e-07
4808704,0.573242,2963615,0.353290,0.353291,1.685955e-07
4812800,0.573730,2971278,0.354204,0.354204,8.672900e-08
4816896,0.574219,2978937,0.355117,0.355117,1.439044e-07
4820992,0.574707,2986594,0.356030,0.356030,1.008324e-07
4825088,0.575195,2994247,0.356942,0.356942,1.950610e-07
4829184,0.575684,3001898,0.357854,0.357854,1.873016e-07
4833280,0.576172,3009547,0.358766,0.358766,7.668433e-08
4837376,0.576660,3017192,0.359677,0.359677,1.007583e-07
4841472,0.577148,3024835,0.360588,0.360588,2.023572e-08
4845568,0.577637,3032475,0.361499,0.361499,4.654288e-08
4849664,0.578125,3040112,0.362410,0.362409,1.004460e-07
4853760,0.578613,3047746,0.363320,0.363319,1.423419e-07
4857856,0.579102,3055377,0.364229,0.364229,1.730984e-07
4861952,0.579590,3063006,0.365139,0.365138,3.127922e-07
4866048,0.580078,3070631,0.366048,0.366047,3.238720e-07
4870144,0.580566,3078253,0.366956,0.366956,3.264140e-07
4874240,0.581055,3085872,0.367865,0.367864,3.212846e-07
4878336,0.581543,3093488,0.368773,0.368772,3.093500e-07
4882432,0.582031,3101102,0.369680,0.369680,4.106854e-07
4886528,0.582520,3108712,0.370587,0.370587,3.877376e-07
4890624,0.583008,3116319,0.371494,0.371494,3.605813e-07
4894720,0.583496,3123923,0.372401,0.372400,3.300811e-07
4898816,0.583984,3131524,0.373307,0.373306,2.971017e-07
4902912,0.584473,3139122,0.374213,0.374212,2.625072e-07
4907008,0.584961,3146717,0.375118,0.375118,2.271613e-07
4911104,0.585449,3154309,0.376023,0.376023,1.919277e-07
4915200,0.585938,3161898,0.376928,0.376927,1.576694e-07
4919296,0.586426,3169484,0.377832,0.377832,1.252492e-07
4923392,0.586914,3177067,0.378736,0.378736,9.552964e-08
4927488,0.587402,3184647,0.379640,0.379639,6.937277e-08
4931584,0.587891,3192224,0.380543,0.380543,4.764039e-08
4935680,0.588379,3199798,0.381446,0.381446,3.119392e-08
4939776,0.588867,3207369,0.382348,0.382348,2.089443e-08
4943872,0.589355,3214937,0.383250,0.383250,1.760267e-08
4947968,0.589844,3222502,0.384152,0.384152,2.217901e-08
4952064,0.590332,3230063,0.385054,0.385054,8.372579e-08
4956160,0.590820,3237622,0.385955,0.385955,6.083348e-08
4960256,0.591309,3245178,0.386855,0.386855,2.749399e-08
4964352,0.591797,3252731,0.387756,0.387756,1.715164e-08
4968448,0.592285,3260281,0.388656,0.388656,7.396207e-08
4972544,0.592773,3267827,0.389555,0.389555,2.458627e-08
4976640,0.593262,3275371,0.390455,0.390455,1.083008e-07
4980736,0.593750,3282912,0.391354,0.391353,2.067538e-07
4984832,0.594238,3290450,0.392252,0.392252,3.208027e-07
4988928,0.594727,3297984,0.393150,0.393150,3.320949e-07
4993024,0.595215,3305515,0.394048,0.394048,3.606962e-07
4997120,0.595703,3313043,0.394946,0.394945,4.074629e-07
5001216,0.596191,3320568,0.395843,0.395842,4.732507e-07
5005312,0.596680,3328089,0.396739,0.396739,4.397057e-07
5009408,0.597168,3335607,0.397635,0.397635,4.268923e-07
5013504,0.597656,3343122,0.398531,0.398531,4.356652e-07
5017600,0.598145,3350634,0.399427,0.399426,4.668787e-07
5021696,0.598633,3358142,0.400322,0.400321,4.021776e-07
5025792,0.599121,3365647,0.401216,0.401216,3.616248e-07
5029888,0.599609,3373149,0.402111,0.402110,3.460735e-07
5033984,0.600098,3380648,0.403005,0.403004,3.563766e-07
5038080,0.600586,3388143,0.403898,0.403898,2.741773e-07
5042176,0.601074,3395635,0.404791,0.404791,2.195372e-07
5046272,0.601562,3403124,0.405684,0.405684,1.933079e-07
5050368,0.602051,3410610,0.406576,0.406576,1.963410e-07
5054464,0.602539,3418092,0.407468,0.407468,1.102782e-07
5058560,0.603027,3425571,0.408360,0.408360,5.517941e-08
5062656,0.603516,3433047,0.409251,0.409251,3.189502e-08
5066752,0.604004,3440520,0.410142,0.410142,4.127496e-08
5070848,0.604492,3447989,0.411032,0.411032,3.504049e-08
5074944,0.604980,3455455,0.411922,0.411922,7.699284e-08
5079040,0.605469,3462918,0.412812,0.412812,8.373326e-08
5083136,0.605957,3470378,0.413701,0.413701,5.441331e-08
5087232,0.606445,3477834,0.414590,0.414590,1.073942e-07
5091328,0.606934,3485287,0.415479,0.415479,1.226189e-07
5095424,0.607422,3492737,0.416367,0.416367,9.924019e-08
5099520,0.607910,3500184,0.417254,0.417254,3.641103e-08
5103616,0.608398,3507627,0.418142,0.418142,5.249418e-08
5107712,0.608887,3515067,0.419029,0.419029,2.743415e-08
5111808,0.609375,3522504,0.419915,0.419915,3.961485e-08
5115904,0.609863,3529938,0.420801,0.420801,1.494983e-07
5120000,0.610352,3537368,0.421687,0.421687,1.838518e-07
5124096,0.610840,3544795,0.422572,0.422572,2.627295e-07
5128192,0.611328,3552218,0.423457,0.423457,2.677662e-07
5132288,0.611816,3559638,0.424342,0.424342,3.190153e-07
5136384,0.612305,3567055,0.425226,0.425226,4.173201e-07
5140480,0.612793,3574468,0.426110,0.426109,4.443145e-07
5144576,0.613281,3581877,0.426993,0.426993,4.008413e-07
5148672,0.613770,3589283,0.427876,0.427875,4.069521e-07
5152768,0.614258,3596686,0.428758,0.428758,4.634888e-07
5156864,0.614746,3604085,0.429640,0.429640,4.520837e-07
5160960,0.615234,3611480,0.430522,0.430522,3.735781e-07
5165056,0.615723,3618872,0.431403,0.431403,3.480219e-07
5169152,0.616211,3626261,0.432284,0.432284,3.762556e-07
5173248,0.616699,3633646,0.433164,0.433164,3.399099e-07
5177344,0.617188,3641028,0.434044,0.434044,3.590337e-07
5181440,0.617676,3648406,0.434924,0.434924,3.152569e-07
5185536,0.618164,3655781,0.435803,0.435803,3.286277e-07
5189632,0.618652,3663152,0.436682,0.436681,2.807751e-07
5193728,0.619141,3670520,0.437560,0.437560,2.917466e-07
5197824,0.619629,3677885,0.438438,0.438438,3.623796e-07
5201920,0.620117,3685246,0.439316,0.439315,3.743023e-07
5206016,0.620605,3692603,0.440193,0.440192,3.283514e-07
5210112,0.621094,3699957,0.441069,0.441069,3.445726e-07
5214208,0.621582,3707308,0.441946,0.441945,4.238019e-07
5218304,0.622070,3714655,0.442821,0.442821,4.476659e-07
5222400,0.622559,3721998,0.443697,0.443696,4.169995e-07
5226496,0.623047,3729338,0.444572,0.444571,4.518471e-07
5230592,0.623535,3736675,0.445446,0.445446,5.530430e-07
5234688,0.624023,3744008,0.446321,0.446320,6.022119e-07
5238784,0.624512,3751338,0.447194,0.447194,7.193967e-07
5242880,0.625000,3758656,0.448067,0.448067,1.674528e-07
5246976,0.625488,3765978,0.448940,0.448940,1.501554e-07
5251072,0.625977,3773297,0.449812,0.449812,6.234361e-08
5255168,0.626465,3780612,0.450684,0.450684,2.239475e-08
5259264,0.626953,3787923,0.451556,0.451556,2.947723e-08
5263360,0.627441,3795231,0.452427,0.452427,3.644940e-08
5267456,0.627930,3802535,0.453297,0.453297,5.700662e-08
5271552,0.628418,3809835,0.454168,0.454168,3.302476e-08
5275648,0.628906,3817132,0.455038,0.455038,8.454307e-08
5279744,0.629395,3824424,0.455907,0.455907,2.602752e-08
5283840,0.629883,3831713,0.456776,0.456776,5.943932e-08
5287936,0.630371,3838999,0.457644,0.457644,1.486363e-08
5292032,0.630859,3846280,0.458512,0.458512,1.298908e-07
5296128,0.631348,3853558,0.459380,0.459380,1.652742e-07
5300224,0.631836,3860833,0.460247,0.460247,1.201867e-07
5304320,0.632324,3868103,0.461114,0.461114,2.322195e-07
5308416,0.632812,3875370,0.461980,0.461980,2.621277e-07
5312512,0.633301,3882633,0.462846,0.462846,3.282943e-07
5316608,0.633789,3889893,0.463711,0.463712,3.106842e-07
5320704,0.634277,3897148,0.464576,0.464577,4.468906e-07
5324800,0.634766,3904400,0.465441,0.465441,4.976701e-07
5328896,0.635254,3911649,0.466305,0.466305,4.621981e-07
5332992,0.635742,3918893,0.467168,0.467169,5.780691e-07
5337088,0.636230,3926134,0.468032,0.468032,6.060410e-07
5341184,0.636719,3933372,0.468894,0.468895,5.452904e-07
5345280,0.637207,3940605,0.469757,0.469757,6.334132e-07
5349376,0.637695,3947835,0.470619,0.470619,6.311683e-07
5353472,0.638184,3955061,0.471480,0.471481,6.569432e-07
5357568,0.638672,3962283,0.472341,0.472342,7.099162e-07
5361664,0.639160,3969502,0.473202,0.473202,6.700571e-07
5365760,0.639648,3976717,0.474062,0.474062,6.557543e-07
5369856,0.640137,3983928,0.474921,0.474922,6.661878e-07
5373952,0.640625,3991136,0.475780,0.475781,5.813283e-07
5378048,0.641113,3998340,0.476639,0.476640,5.195659e-07
5382144,0.641602,4005540,0.477498,0.477498,4.800815e-07
5386240,0.642090,4012736,0.478355,0.478356,4.620567e-07
5390336,0.642578,4019929,0.479213,0.479213,3.454641e-07
5394432,0.643066,4027117,0.480070,0.480070,3.679046e-07
5398528,0.643555,4034301,0.480926,0.480927,4.093518e-07
5402624,0.644043,4041482,0.481782,0.481783,3.497796e-07
5406720,0.644531,4048658,0.482638,0.482638,4.267902e-07
5410816,0.645020,4055831,0.483493,0.483493,4.011492e-07
5414912,0.645508,4063000,0.484347,0.484348,3.912504e-07
5419008,0.645996,4070165,0.485201,0.485202,3.962788e-07
5423104,0.646484,4077326,0.486055,0.486056,4.154198e-07
5427200,0.646973,4084483,0.486908,0.486909,4.478593e-07
5431296,0.647461,4091636,0.487761,0.487762,4.927836e-07
5435392,0.647949,4098785,0.488613,0.488614,5.493795e-07
5439488,0.648438,4105930,0.489465,0.489466,6.168342e-07
5443584,0.648926,4113071,0.490316,0.490317,6.943353e-07
5447680,0.649414,4120209,0.491167,0.491168,6.618616e-07
5451776,0.649902,4127342,0.492018,0.492018,7.570202e-07
5455872,0.650391,4134472,0.492867,0.492868,7.405815e-07
5459968,0.650879,4141597,0.493717,0.493718,8.501536e-07
5464064,0.651367,4148719,0.494566,0.494567,8.465077e-07
5468160,0.651855,4155837,0.495414,0.495415,8.480434e-07
5472256,0.652344,4162950,0.496262,0.496263,9.731608e-07
5476352,0.652832,4170060,0.497110,0.497111,9.826326e-07
5480448,0.653320,4177166,0.497957,0.497958,9.948598e-07
5484544,0.653809,4184268,0.498804,0.498805,1.009034e-06
5488640,0.654297,4191367,0.499650,0.499651,9.051397e-07
5492736,0.654785,4198461,0.500496,0.500496,9.207874e-07
5496832,0.655273,4205551,0.501341,0.501342,9.359616e-07
5500928,0.655762,4212638,0.502186,0.502186,8.306471e-07
5505024,0.656250,4219728,0.503031,0.503031,1.112175e-07
5509120,0.656738,4226807,0.503875,0.503874,2.215074e-07
5513216,0.657227,4233881,0.504718,0.504718,2.162828e-07
